lat,lon,psi
37.299, 162.04, 0
37.465, 162.14, 0
37.631, 162.25, 0
37.798, 162.36, 0
37.964, 162.47, 0
38.13, 162.58, 0
38.297, 162.69, 0
38.464, 162.8, 0
38.63, 162.91, 0
38.797, 163.02, 0
38.964, 163.14, 0
39.131, 163.25, 0
39.298, 163.37, 0
39.465, 163.48, 0
39.632, 163.6, 0
39.799, 163.72, 0
39.966, 163.84, 0
40.133, 163.96, 0
40.3, 164.08, 0
40.467, 164.2, 0
40.634, 164.32, 0
40.801, 164.45, 0
40.968, 164.57, 0
41.136, 164.7, 0
41.303, 164.82, 0
41.47, 164.95, 0
41.637, 165.08, 0
41.804, 165.21, 0
41.972, 165.34, 0
42.139, 165.47, 0
42.306, 165.6, 0
42.473, 165.74, 0
42.64, 165.87, 0
42.807, 166.01, 0
42.974, 166.15, 0
43.141, 166.28, 0
43.308, 166.42, 0
43.475, 166.56, 0
43.642, 166.7, 0
43.809, 166.85, 0
43.976, 166.99, 0
44.142, 167.14, 0
44.309, 167.28, 0
44.476, 167.43, 0
44.642, 167.58, 0
44.809, 167.73, 0
44.975, 167.88, 0
45.141, 168.03, 0
45.307, 168.18, 0
45.473, 168.34, 0
45.639, 168.49, 0
45.805, 168.65, 0
45.971, 168.81, 0
46.136, 168.97, 0
46.302, 169.13, 0
46.467, 169.29, 0
46.632, 169.46, 0
46.797, 169.62, 0
46.962, 169.79, 0
47.127, 169.96, 0
47.292, 170.13, 0
47.456, 170.3, 0
47.62, 170.47, 0
47.785, 170.64, 0
47.948, 170.82, 0
48.112, 170.99, 0
48.276, 171.17, 0
48.439, 171.35, 0
48.602, 171.53, 0
48.765, 171.72, 0
48.928, 171.9, 0
49.09, 172.09, 0
49.252, 172.27, 0
49.414, 172.46, 0
49.576, 172.65, 0
49.738, 172.85, 0
49.899, 173.04, 0
50.06, 173.24, 0
50.221, 173.44, 0
50.381, 173.63, 0
50.541, 173.84, 0
50.701, 174.04, 0
50.86, 174.24, 0
51.02, 174.45, 0
51.178, 174.66, 0
51.337, 174.87, 0
51.495, 175.08, 0
51.653, 175.29, 0
51.81, 175.51, 0
51.968, 175.73, 0
52.124, 175.95, 0
52.281, 176.17, 0
52.437, 176.39, 0
52.592, 176.62, 0
52.747, 176.85, 0
52.902, 177.08, 0
53.057, 177.31, 0
53.21, 177.54, 0
53.364, 177.78, 0
53.517, 178.02, 0
53.669, 178.26, 0
53.821, 178.5, 0
53.973, 178.74, 0
54.124, 178.99, 0
54.275, 179.24, 0
54.425, 179.49, 0
54.574, 179.74, 0
54.723, -180, 0
54.872, -179.74, 0
55.02, -179.48, 0
55.167, -179.22, 0
55.314, -178.95, 0
55.46, -178.69, 0
55.605, -178.42, 0
55.75, -178.14, 0
55.895, -177.87, 0
56.038, -177.59, 0
56.181, -177.31, 0
56.323, -177.03, 0
56.465, -176.74, 0
56.606, -176.46, 0
56.746, -176.17, 0
56.886, -175.88, 0
57.025, -175.58, 0
57.163, -175.28, 0
57.3, -174.98, 0
57.437, -174.68, 0
57.573, -174.37, 0
57.708, -174.06, 0
57.842, -173.75, 0
57.975, -173.44, 0
58.108, -173.12, 0
58.239, -172.8, 0
58.37, -172.48, 0
58.5, -172.16, 0
58.629, -171.83, 0
58.757, -171.5, 0
58.884, -171.16, 0
59.011, -170.83, 0
59.136, -170.49, 0
59.26, -170.15, 0
59.384, -169.8, 0
59.506, -169.45, 0
59.627, -169.1, 0
59.748, -168.75, 0
59.867, -168.39, 0
59.985, -168.03, 0
60.102, -167.67, 0
60.218, -167.3, 0
60.333, -166.94, 0
60.447, -166.56, 0.52
60.56, -166.19, 0.5
60.671, -165.81, 0.59
60.781, -165.43, 0.63
60.891, -165.05, 0
60.999, -164.66, 0
61.105, -164.27, 0
61.211, -163.88, 0
61.315, -163.48, 0
61.418, -163.09, 0
61.519, -162.68, 0
61.62, -162.28, 0
61.719, -161.87, 0
61.816, -161.46, 0
61.913, -161.05, 0
62.007, -160.63, 0
62.101, -160.21, 0
62.193, -159.79, 0
62.284, -159.37, 0
62.373, -158.94, 0
62.461, -158.51, 0
62.547, -158.07, 0
62.632, -157.64, 0
62.715, -157.2, 0
62.797, -156.76, 0
62.877, -156.31, 0
62.956, -155.87, 0
63.033, -155.42, 0
63.108, -154.96, 0
63.182, -154.51, 0
63.254, -154.05, 0
63.325, -153.59, 0
63.394, -153.13, 0
63.461, -152.66, 0
63.527, -152.19, 0
63.591, -151.72, 0
63.653, -151.25, 0
63.714, -150.78, 0
63.772, -150.3, 0
63.829, -149.82, 0
63.885, -149.34, 0
63.938, -148.85, 0
63.99, -148.37, 0
64.039, -147.88, 0
64.088, -147.39, 0
64.134, -146.9, 0
64.178, -146.41, 0
64.221, -145.91, 0
64.261, -145.42, 0
64.3, -144.92, 0
64.337, -144.42, 0
64.372, -143.92, 0
64.405, -143.42, 0
64.436, -142.91, 0
64.466, -142.41, 0
64.493, -141.9, 0
64.519, -141.4, 0
64.542, -140.89, 0
64.564, -140.38, 0
64.583, -139.87, 0
64.601, -139.36, 0
64.617, -138.85, 0
64.631, -138.34, 0
64.643, -137.82, 0
64.652, -137.31, 0
64.66, -136.8, 0
64.666, -136.28, 0
64.67, -135.77, 0
64.672, -135.26, 0
64.672, -134.74, 0
64.67, -134.23, 0
64.666, -133.72, 0
64.66, -133.2, 0
64.652, -132.69, 0
64.643, -132.18, 0
64.631, -131.66, 0
64.617, -131.15, 0
64.601, -130.64, 0
64.583, -130.13, 0
64.564, -129.62, 0
64.542, -129.11, 0
64.519, -128.6, 0
64.493, -128.1, 0
64.466, -127.59, 0
64.436, -127.09, 0
64.405, -126.58, 0
64.372, -126.08, 0
64.337, -125.58, 0
64.3, -125.08, 0
64.261, -124.58, 0
64.221, -124.09, 0
64.178, -123.59, 0
64.134, -123.1, 0
64.088, -122.61, 0
64.039, -122.12, 0
63.99, -121.63, 0
63.938, -121.15, 0
63.885, -120.66, 0
63.829, -120.18, 0
63.772, -119.7, 0
63.714, -119.22, 0
63.653, -118.75, 0
63.591, -118.28, 0
63.527, -117.81, 0
63.461, -117.34, 0
63.394, -116.87, 0
63.325, -116.41, 0
63.254, -115.95, 0
63.182, -115.49, 0
63.108, -115.04, 0
63.033, -114.58, 0
62.956, -114.13, 0
62.877, -113.69, 0
62.797, -113.24, 0
62.715, -112.8, 0
62.632, -112.36, 0
62.547, -111.93, 0
62.461, -111.49, 0
62.373, -111.06, 0
62.284, -110.63, 0
62.193, -110.21, 0
62.101, -109.79, 0
62.007, -109.37, 0
61.913, -108.95, 0
61.816, -108.54, 0
61.719, -108.13, 0
61.62, -107.72, 0
61.519, -107.32, 0
61.418, -106.91, 0
61.315, -106.52, 0
61.211, -106.12, 0
61.105, -105.73, 0
60.999, -105.34, 0
60.891, -104.95, 0
60.781, -104.57, 0
60.671, -104.19, 0
60.56, -103.81, 0
60.447, -103.44, 0
60.333, -103.06, 0
60.218, -102.7, 0
60.102, -102.33, 0
59.985, -101.97, 0
59.867, -101.61, 0
59.748, -101.25, 0
59.627, -100.9, 0
59.506, -100.55, 0
59.384, -100.2, 0
59.26, -99.853, 0
59.136, -99.511, 0
59.011, -99.172, 0
58.884, -98.835, 0
58.757, -98.502, 0
58.629, -98.171, 0
58.5, -97.843, 0
58.37, -97.518, 0
58.239, -97.196, 0
58.108, -96.877, 0
57.975, -96.56, 0
57.842, -96.246, 0
57.708, -95.935, 0
57.573, -95.627, 0
57.437, -95.321, 0
57.3, -95.018, 0
57.163, -94.718, 0
57.025, -94.42, 0
56.886, -94.125, 0
56.746, -93.832, 0
56.606, -93.542, 0
56.465, -93.255, 0
56.323, -92.97, 0
56.181, -92.688, 0
56.038, -92.408, 0
55.895, -92.131, 0
55.75, -91.856, 0
55.605, -91.584, 0
55.46, -91.314, 0
55.314, -91.046, 0
55.167, -90.781, 0
55.02, -90.518, 0
54.872, -90.258, 0
54.723, -90, 0
54.574, -89.744, 0
54.425, -89.491, 0
54.275, -89.239, 0
54.124, -88.99, 0
53.973, -88.744, 0
53.821, -88.499, 0
53.669, -88.257, 0
53.517, -88.017, 0
53.364, -87.778, 0
53.21, -87.542, 0
53.057, -87.309, 0
52.902, -87.077, 0
52.747, -86.847, 0
52.592, -86.619, 0
52.437, -86.394, 0
52.281, -86.17, 0
52.124, -85.948, 0
51.968, -85.729, 0
51.81, -85.511, 0
51.653, -85.295, 0
51.495, -85.081, 0
51.337, -84.869, 0
51.178, -84.659, 0
51.02, -84.45, 0
50.86, -84.244, 0
50.701, -84.039, 0
50.541, -83.836, 0
50.381, -83.635, 0
50.221, -83.435, 0
50.06, -83.238, 0
49.899, -83.042, 0
49.738, -82.847, 0
49.576, -82.655, 0
49.414, -82.464, 0
49.252, -82.274, 0
49.09, -82.087, 0
48.928, -81.901, 0
48.765, -81.716, 0
48.602, -81.533, 0
48.439, -81.352, 0
48.276, -81.172, 0
48.112, -80.994, 0
47.948, -80.817, 0
47.785, -80.642, 0
47.62, -80.468, 0
47.456, -80.296, 0
47.292, -80.125, 0
47.127, -79.956, 0
46.962, -79.788, 0
46.797, -79.621, 0
46.632, -79.456, 0
46.467, -79.292, 0
46.302, -79.13, 0
46.136, -78.969, 0
45.971, -78.809, 0
45.805, -78.651, 0
45.639, -78.493, 0
45.473, -78.338, 0
45.307, -78.183, 0
45.141, -78.03, 0
44.975, -77.878, 0
44.809, -77.727, 0
44.642, -77.577, 0
44.476, -77.429, 0
44.309, -77.282, 0
44.142, -77.136, 0
43.976, -76.991, 0
43.809, -76.847, 0
43.642, -76.705, 0
43.475, -76.563, 0
43.308, -76.423, 0
43.141, -76.284, 0
42.974, -76.146, 0
42.807, -76.009, 0
42.64, -75.873, 0
42.473, -75.739, 0
42.306, -75.605, 0
42.139, -75.472, 0
41.972, -75.341, 0
41.804, -75.21, 0
41.637, -75.08, 0
41.47, -74.952, 0
41.303, -74.824, 0
41.136, -74.698, 0
40.968, -74.572, 0
40.801, -74.447, 0
40.634, -74.323, 0
40.467, -74.201, 0
40.3, -74.079, 0
40.133, -73.958, 0
39.966, -73.838, 0
39.799, -73.719, 0
39.632, -73.601, 0
39.465, -73.483, 0
39.298, -73.367, 0
39.131, -73.251, 0
38.964, -73.137, 0
38.797, -73.023, 0
38.63, -72.91, 0
38.464, -72.798, 0
38.297, -72.686, 0
38.13, -72.576, 0
34.894, 160.33, 0
35.059, 160.42, 0
35.224, 160.52, 0
35.39, 160.61, 0
35.555, 160.71, 0
35.721, 160.81, 0
35.887, 160.91, 0
36.053, 161.01, 0
36.219, 161.11, 0
36.385, 161.21, 0
36.551, 161.31, 0
36.717, 161.41, 0
36.884, 161.51, 0
37.05, 161.62, 0
37.217, 161.72, 0
37.383, 161.83, 0
37.55, 161.93, 0
37.717, 162.04, 0
37.883, 162.15, 0
38.05, 162.26, 0
38.217, 162.36, 0
38.384, 162.47, 0
38.551, 162.59, 0
38.718, 162.7, 0
38.886, 162.81, 0
39.053, 162.92, 0
39.22, 163.04, 0
39.388, 163.15, 0
39.555, 163.27, 0
39.722, 163.38, 0
39.89, 163.5, 0
40.057, 163.62, 0
40.225, 163.74, 0
40.393, 163.86, 0
40.56, 163.98, 0
40.728, 164.1, 0
40.895, 164.23, 0
41.063, 164.35, 0
41.231, 164.48, 0
41.398, 164.6, 0
41.566, 164.73, 0
41.734, 164.86, 0
41.901, 164.99, 0
42.069, 165.12, 0
42.237, 165.25, 0
42.405, 165.38, 0
42.572, 165.51, 0
42.74, 165.65, 0
42.907, 165.78, 0
43.075, 165.92, 0
43.242, 166.06, 0
43.41, 166.19, 0
43.577, 166.33, 0
43.745, 166.47, 0
43.912, 166.62, 0
44.08, 166.76, 0
44.247, 166.9, 0
44.414, 167.05, 0
44.581, 167.2, 0
44.748, 167.34, 0
44.915, 167.49, 0
45.082, 167.64, 0
45.249, 167.79, 0
45.416, 167.95, 0
45.582, 168.1, 0
45.749, 168.26, 0
45.915, 168.41, 0
46.081, 168.57, 0
46.248, 168.73, 0
46.414, 168.89, 0
46.58, 169.05, 0
46.745, 169.22, 0
46.911, 169.38, 0
47.077, 169.55, 0
47.242, 169.71, 0
47.407, 169.88, 0
47.572, 170.05, 0
47.737, 170.22, 0
47.902, 170.4, 0
48.066, 170.57, 0
48.231, 170.75, 0
48.395, 170.93, 0
48.559, 171.11, 0
48.723, 171.29, 0
48.886, 171.47, 0
49.05, 171.65, 0
49.213, 171.84, 0
49.376, 172.03, 0
49.538, 172.21, 0
49.701, 172.41, 0
49.863, 172.6, 0
50.025, 172.79, 0
50.186, 172.99, 0
50.348, 173.18, 0
50.509, 173.38, 0
50.67, 173.58, 0
50.83, 173.79, 0
50.99, 173.99, 0
51.15, 174.2, 0
51.31, 174.41, 0
51.469, 174.62, 0
51.628, 174.83, 0
51.786, 175.04, 0
51.945, 175.26, 0
52.102, 175.47, 0
52.26, 175.69, 0
52.417, 175.91, 0
52.574, 176.14, 0
52.73, 176.36, 0
52.886, 176.59, 0
53.041, 176.82, 0
53.197, 177.05, 0
53.351, 177.29, 0
53.505, 177.52, 0
53.659, 177.76, 0
53.812, 178, 0
53.965, 178.24, 0
54.118, 178.49, 0
54.269, 178.73, 0
54.421, 178.98, 0
54.572, 179.23, 0
54.722, 179.49, 0
54.872, 179.74, 0
55.021, -180, 0
55.17, -179.74, 0
55.318, -179.48, 0
55.465, -179.21, 0
55.612, -178.94, 0
55.759, -178.67, 0
55.904, -178.4, 0
56.049, -178.13, 0
56.194, -177.85, 0
56.338, -177.57, 0
56.481, -177.29, 0
56.623, -177, 0
56.765, -176.71, 0
56.906, -176.42, 0
57.047, -176.13, 0
57.186, -175.84, 0
57.325, -175.54, 0
57.463, -175.24, 0
57.601, -174.93, 0
57.737, -174.63, 0
57.873, -174.32, 0
58.008, -174.01, 0
58.142, -173.69, 0
58.276, -173.37, 0
58.408, -173.05, 0
58.54, -172.73, 0
58.671, -172.41, 0
58.801, -172.08, 0
58.929, -171.75, 0
59.058, -171.41, 0
59.185, -171.07, 0
59.311, -170.73, 0
59.436, -170.39, 0
59.56, -170.04, 0
59.683, -169.7, 0
59.806, -169.34, 0
59.927, -168.99, 0
60.047, -168.63, 0
60.166, -168.27, 0
60.284, -167.91, 0
60.401, -167.54, 0
60.517, -167.17, 0
60.631, -166.8, 0
60.745, -166.42, 0.32
60.857, -166.04, 0.44
60.968, -165.66, 0.7
61.078, -165.27, 0.81
61.187, -164.88, 0
61.294, -164.49, 0
61.401, -164.1, 0
61.506, -163.7, 0
61.609, -163.3, 0
61.712, -162.9, 0
61.813, -162.49, 0
61.913, -162.08, 0
62.011, -161.67, 0
62.108, -161.25, 0
62.204, -160.83, 0
62.298, -160.41, 0
62.391, -159.99, 0
62.482, -159.56, 0
62.572, -159.13, 0
62.661, -158.7, 0
62.748, -158.26, 0
62.833, -157.82, 0
62.917, -157.38, 0
63, -156.94, 0
63.081, -156.49, 0
63.16, -156.04, 0
63.238, -155.58, 0
63.314, -155.13, 0
63.388, -154.67, 0
63.461, -154.21, 0
63.533, -153.75, 0
63.602, -153.28, 0
63.67, -152.81, 0
63.736, -152.34, 0
63.801, -151.87, 0
63.864, -151.39, 0
63.925, -150.91, 0
63.984, -150.43, 0
64.041, -149.95, 0
64.097, -149.46, 0
64.151, -148.98, 0
64.203, -148.49, 0
64.254, -147.99, 0
64.302, -147.5, 0
64.349, -147.01, 0
64.394, -146.51, 0
64.436, -146.01, 0
64.478, -145.51, 0
64.517, -145.01, 0
64.554, -144.5, 0
64.589, -144, 0
64.623, -143.49, 0
64.654, -142.98, 0
64.684, -142.48, 0
64.712, -141.97, 0
64.737, -141.45, 0
64.761, -140.94, 0
64.783, -140.43, 0
64.803, -139.91, 0
64.821, -139.4, 0
64.837, -138.88, 0
64.85, -138.37, 0
64.862, -137.85, 0
64.872, -137.33, 0
64.88, -136.81, 0
64.886, -136.3, 0
64.89, -135.78, 0
64.892, -135.26, 0
64.892, -134.74, 0
64.89, -134.22, 0
64.886, -133.7, 0
64.88, -133.19, 0
64.872, -132.67, 0
64.862, -132.15, 0
64.85, -131.63, 0
64.837, -131.12, 0
64.821, -130.6, 0
64.803, -130.09, 0
64.783, -129.57, 0
64.761, -129.06, 0
64.737, -128.55, 0
64.712, -128.03, 0
64.684, -127.52, 0
64.654, -127.02, 0
64.623, -126.51, 0
64.589, -126, 0
64.554, -125.5, 0
64.517, -124.99, 0
64.478, -124.49, 0
64.436, -123.99, 0
64.394, -123.49, 0
64.349, -122.99, 0
64.302, -122.5, 0
64.254, -122.01, 0
64.203, -121.51, 0
64.151, -121.02, 0
64.097, -120.54, 0
64.041, -120.05, 0
63.984, -119.57, 0
63.925, -119.09, 0
63.864, -118.61, 0
63.801, -118.13, 0
63.736, -117.66, 0
63.67, -117.19, 0
63.602, -116.72, 0
63.533, -116.25, 0
63.461, -115.79, 0
63.388, -115.33, 0
63.314, -114.87, 0
63.238, -114.42, 0
63.16, -113.96, 0
63.081, -113.51, 0
63, -113.06, 0
62.917, -112.62, 0
62.833, -112.18, 0
62.748, -111.74, 0
62.661, -111.3, 0
62.572, -110.87, 0
62.482, -110.44, 0
62.391, -110.01, 0
62.298, -109.59, 0
62.204, -109.17, 0
62.108, -108.75, 0
62.011, -108.33, 0
61.913, -107.92, 0
61.813, -107.51, 0
61.712, -107.1, 0
61.609, -106.7, 0
61.506, -106.3, 0
61.401, -105.9, 0
61.294, -105.51, 0
61.187, -105.12, 0
61.078, -104.73, 0
60.968, -104.34, 0
60.857, -103.96, 0
60.745, -103.58, 0
60.631, -103.2, 0
60.517, -102.83, 0
60.401, -102.46, 0
60.284, -102.09, 0
60.166, -101.73, 0
60.047, -101.37, 0
59.927, -101.01, 0
59.806, -100.66, 0
59.683, -100.3, 0
59.56, -99.956, 0
59.436, -99.61, 0
59.311, -99.267, 0
59.185, -98.926, 0
59.058, -98.589, 0
58.929, -98.255, 0
58.801, -97.923, 0
58.671, -97.595, 0
58.54, -97.269, 0
58.408, -96.946, 0
58.276, -96.626, 0
58.142, -96.309, 0
58.008, -95.994, 0
57.873, -95.682, 0
57.737, -95.373, 0
57.601, -95.067, 0
57.463, -94.764, 0
57.325, -94.463, 0
57.186, -94.165, 0
57.047, -93.869, 0
56.906, -93.576, 0
56.765, -93.286, 0
56.623, -92.998, 0
56.481, -92.713, 0
56.338, -92.431, 0
56.194, -92.151, 0
56.049, -91.873, 0
55.904, -91.599, 0
55.759, -91.326, 0
55.612, -91.056, 0
55.465, -90.788, 0
55.318, -90.523, 0
55.17, -90.26, 0
55.021, -90, 0
54.872, -89.742, 0
54.722, -89.486, 0
54.572, -89.233, 0
54.421, -88.982, 0
54.269, -88.733, 0
54.118, -88.486, 0
53.965, -88.241, 0
53.812, -87.999, 0
53.659, -87.759, 0
53.505, -87.521, 0
53.351, -87.285, 0
53.197, -87.052, 0
53.041, -86.82, 0
52.886, -86.591, 0
52.73, -86.363, 0
52.574, -86.138, 0
52.417, -85.914, 0
52.26, -85.693, 0
52.102, -85.474, 0
51.945, -85.256, 0
51.786, -85.04, 0
51.628, -84.827, 0
51.469, -84.615, 0
51.31, -84.405, 0
51.15, -84.197, 0
50.99, -83.991, 0
50.83, -83.787, 0
50.67, -83.584, 0
50.509, -83.383, 0
50.348, -83.184, 0
50.186, -82.987, 0
50.025, -82.791, 0
49.863, -82.598, 0
49.701, -82.405, 0
49.538, -82.215, 0
49.376, -82.026, 0
49.213, -81.839, 0
49.05, -81.653, 0
48.886, -81.469, 0
48.723, -81.287, 0
48.559, -81.106, 0
48.395, -80.927, 0
48.231, -80.749, 0
48.066, -80.573, 0
47.902, -80.398, 0
47.737, -80.225, 0
47.572, -80.053, 0
47.407, -79.883, 0
47.242, -79.714, 0
47.077, -79.546, 0
46.911, -79.38, 0
46.745, -79.216, 0
46.58, -79.052, 0
46.414, -78.891, 0
46.248, -78.73, 0
46.081, -78.571, 0
45.915, -78.413, 0
45.749, -78.256, 0
45.582, -78.101, 0
45.416, -77.947, 0
45.249, -77.794, 0
45.082, -77.643, 0
44.915, -77.493, 0
44.748, -77.344, 0
44.581, -77.196, 0
44.414, -77.049, 0
44.247, -76.904, 0
44.08, -76.759, 0
43.912, -76.616, 0
43.745, -76.474, 0
43.577, -76.334, 0
43.41, -76.194, 0
43.242, -76.056, 0
43.075, -75.918, 0
42.907, -75.782, 0
42.74, -75.646, 0
42.572, -75.512, 0
42.405, -75.379, 0
42.237, -75.247, 0
42.069, -75.116, 0
41.901, -74.986, 0
41.734, -74.857, 0
41.566, -74.729, 0
41.398, -74.602, 0
41.231, -74.476, 0
41.063, -74.351, 0
40.895, -74.227, 0
40.728, -74.104, 0
40.56, -73.981, 0
40.393, -73.86, 0
40.225, -73.74, 0
40.057, -73.62, 0
39.89, -73.502, 0
39.722, -73.384, 0
39.555, -73.267, 0
39.388, -73.152, 0
39.22, -73.037, 0
39.053, -72.923, 0
38.886, -72.809, 0
38.718, -72.697, 0
38.551, -72.585, 0
38.384, -72.474, 0
38.217, -72.364, 0
34.972, 160.12, 0
35.137, 160.22, 0
35.303, 160.31, 0
35.469, 160.41, 0
35.635, 160.51, 0
35.801, 160.6, 0
35.967, 160.7, 0
36.133, 160.8, 0
36.3, 160.9, 0
36.466, 161, 0
36.633, 161.1, 0
36.8, 161.2, 0
36.966, 161.31, 0
37.133, 161.41, 0
37.3, 161.51, 0
37.467, 161.62, 0
37.634, 161.72, 0
37.801, 161.83, 0
37.969, 161.94, 0
38.136, 162.04, 0
38.303, 162.15, 0
38.471, 162.26, 0
38.638, 162.37, 0
38.806, 162.48, 0
38.974, 162.59, 0
39.141, 162.71, 0
39.309, 162.82, 0
39.477, 162.94, 0
39.645, 163.05, 0
39.813, 163.17, 0
39.981, 163.28, 0
40.149, 163.4, 0
40.317, 163.52, 0
40.485, 163.64, 0
40.653, 163.76, 0
40.821, 163.88, 0
40.989, 164.01, 0
41.157, 164.13, 0
41.325, 164.25, 0
41.493, 164.38, 0
41.662, 164.51, 0
41.83, 164.63, 0
41.998, 164.76, 0
42.166, 164.89, 0
42.334, 165.02, 0
42.502, 165.15, 0
42.671, 165.28, 0
42.839, 165.42, 0
43.007, 165.55, 0
43.175, 165.69, 0
43.343, 165.83, 0
43.511, 165.96, 0
43.679, 166.1, 0
43.847, 166.24, 0
44.015, 166.38, 0
44.183, 166.53, 0
44.351, 166.67, 0
44.518, 166.82, 0
44.686, 166.96, 0
44.854, 167.11, 0
45.021, 167.26, 0
45.189, 167.41, 0
45.356, 167.56, 0
45.523, 167.71, 0
45.69, 167.86, 0
45.858, 168.02, 0
46.025, 168.17, 0
46.191, 168.33, 0
46.358, 168.49, 0
46.525, 168.65, 0
46.691, 168.81, 0
46.858, 168.97, 0
47.024, 169.14, 0
47.19, 169.3, 0
47.356, 169.47, 0
47.522, 169.64, 0
47.688, 169.81, 0
47.853, 169.98, 0
48.019, 170.15, 0
48.184, 170.33, 0
48.349, 170.5, 0
48.513, 170.68, 0
48.678, 170.86, 0
48.843, 171.04, 0
49.007, 171.22, 0
49.171, 171.4, 0
49.334, 171.59, 0
49.498, 171.78, 0
49.661, 171.96, 0
49.824, 172.15, 0
49.987, 172.35, 0
50.15, 172.54, 0
50.312, 172.73, 0
50.474, 172.93, 0
50.636, 173.13, 0
50.797, 173.33, 0
50.959, 173.53, 0
51.119, 173.74, 0
51.28, 173.94, 0
51.44, 174.15, 0
51.6, 174.36, 0
51.76, 174.57, 0
51.919, 174.78, 0
52.078, 175, 0
52.237, 175.22, 0
52.395, 175.44, 0
52.553, 175.66, 0
52.71, 175.88, 0
52.867, 176.11, 0
53.024, 176.33, 0
53.18, 176.56, 0
53.336, 176.79, 0
53.491, 177.03, 0
53.646, 177.26, 0
53.801, 177.5, 0
53.955, 177.74, 0
54.108, 177.98, 0
54.262, 178.23, 0
54.414, 178.47, 0
54.566, 178.72, 0
54.718, 178.97, 0
54.869, 179.23, 0
55.02, 179.48, 0
55.17, 179.74, 0
55.319, -180, 0
55.468, -179.74, 0
55.616, -179.47, 0
55.764, -179.2, 0
55.911, -178.93, 0
56.058, -178.66, 0
56.204, -178.39, 0
56.349, -178.11, 0
56.494, -177.83, 0
56.638, -177.55, 0
56.781, -177.26, 0
56.923, -176.97, 0
57.065, -176.68, 0
57.207, -176.39, 0
57.347, -176.09, 0
57.487, -175.79, 0
57.626, -175.49, 0
57.764, -175.19, 0
57.902, -174.88, 0
58.038, -174.57, 0
58.174, -174.26, 0
58.309, -173.95, 0
58.443, -173.63, 0
58.577, -173.31, 0
58.709, -172.98, 0
58.841, -172.66, 0
58.972, -172.33, 0
59.101, -172, 0
59.23, -171.66, 0
59.358, -171.32, 0
59.485, -170.98, 0
59.611, -170.64, 0
59.736, -170.29, 0
59.86, -169.94, 0
59.984, -169.59, 0
60.106, -169.23, 0
60.226, -168.87, 0
60.346, -168.51, 0
60.465, -168.14, 0
60.583, -167.77, 0
60.7, -167.4, 0
60.815, -167.03, 0
60.929, -166.65, 0
61.042, -166.27, 0
61.154, -165.89, 0.65
61.265, -165.5, 0
61.375, -165.11, 0
61.483, -164.72, 0
61.59, -164.32, 0
61.696, -163.92, 0
61.801, -163.52, 0
61.904, -163.11, 0
62.006, -162.7, 0
62.106, -162.29, 0
62.206, -161.88, 0
62.303, -161.46, 0
62.4, -161.04, 0
62.495, -160.62, 0
62.589, -160.19, 0
62.681, -159.76, 0
62.771, -159.33, 0
62.861, -158.89, 0
62.948, -158.45, 0
63.035, -158.01, 0
63.119, -157.56, 0
63.203, -157.12, 0
63.284, -156.67, 0
63.364, -156.21, 0
63.443, -155.76, 0
63.519, -155.3, 0
63.595, -154.84, 0
63.668, -154.37, 0
63.74, -153.9, 0
63.81, -153.43, 0
63.879, -152.96, 0
63.946, -152.49, 0
64.011, -152.01, 0
64.074, -151.53, 0
64.136, -151.05, 0
64.196, -150.56, 0
64.254, -150.08, 0
64.31, -149.59, 0
64.364, -149.1, 0
64.417, -148.6, 0
64.468, -148.11, 0
64.517, -147.61, 0
64.564, -147.11, 0
64.609, -146.61, 0
64.652, -146.11, 0
64.694, -145.6, 0
64.733, -145.1, 0
64.771, -144.59, 0
64.807, -144.08, 0
64.841, -143.57, 0
64.872, -143.06, 0
64.902, -142.54, 0
64.93, -142.03, 0
64.956, -141.51, 0
64.98, -141, 0
65.002, -140.48, 0
65.022, -139.96, 0
65.04, -139.44, 0
65.056, -138.92, 0
65.07, -138.4, 0
65.082, -137.88, 0
65.093, -137.35, 0
65.101, -136.83, 0
65.107, -136.31, 0
65.111, -135.78, 0
65.113, -135.26, 0
65.113, -134.74, 0
65.111, -134.22, 0
65.107, -133.69, 0
65.101, -133.17, 0
65.093, -132.65, 0
65.082, -132.12, 0
65.07, -131.6, 0
65.056, -131.08, 0
65.04, -130.56, 0
65.022, -130.04, 0
65.002, -129.52, 0
64.98, -129, 0
64.956, -128.49, 0
64.93, -127.97, 0
64.902, -127.46, 0
64.872, -126.94, 0
64.841, -126.43, 0
64.807, -125.92, 0
64.771, -125.41, 0
64.733, -124.9, 0
64.694, -124.4, 0
64.652, -123.89, 0
64.609, -123.39, 0
64.564, -122.89, 0
64.517, -122.39, 0
64.468, -121.89, 0
64.417, -121.4, 0
64.364, -120.9, 0
64.31, -120.41, 0
64.254, -119.92, 0
64.196, -119.44, 0
64.136, -118.95, 0
64.074, -118.47, 0
64.011, -117.99, 0
63.946, -117.51, 0
63.879, -117.04, 0
63.81, -116.57, 0
63.74, -116.1, 0
63.668, -115.63, 0
63.595, -115.16, 0
63.519, -114.7, 0
63.443, -114.24, 0
63.364, -113.79, 0
63.284, -113.33, 0
63.203, -112.88, 0
63.119, -112.44, 0
63.035, -111.99, 0
62.948, -111.55, 0
62.861, -111.11, 0
62.771, -110.67, 0
62.681, -110.24, 0
62.589, -109.81, 0
